# XFOIL 6.99 NACA0012 Re=4e5 Ncrit=1  alpha CL CD
-2.0 -0.2162 0.01077
-1.5 -0.1625 0.01060
-1.0 -0.1084 0.01048
-0.5 -0.0543 0.01040
0.0 0.0000 0.01038
0.5 0.0543 0.01040
1.0 0.1085 0.01048
1.5 0.1625 0.01060
2.0 0.2162 0.01077
2.5 0.2698 0.01098
3.0 0.3230 0.01123
3.5 0.3760 0.01149
4.0 0.4288 0.01177
4.5 0.4811 0.01206
5.0 0.5330 0.01237
