# XFOIL 6.99 NACA0012 Re=4e5 Ncrit=9  alpha CL CD
-2.0 -0.2143 0.00762
-1.5 -0.1567 0.00724
-1.0 -0.1031 0.00693
-0.5 -0.0514 0.00673
0.0 0.0000 0.00667
0.5 0.0514 0.00673
1.0 0.1031 0.00693
1.5 0.1567 0.00724
2.0 0.2143 0.00762
2.5 0.2796 0.00808
3.0 0.3576 0.00858
3.5 0.4330 0.00912
4.0 0.5085 0.00969
4.5 0.5856 0.01034
5.0 0.6312 0.01094
